3028	 th	-4.864593436485163
2619	the	-5.00970320653479
2059	he 	-5.250275344014713
1724	 an	-5.427848599818864
1688	ent	-5.448951375886599
1635	 to	-5.480852967711148
1568	or 	-5.522694850132149
1549	ion	-5.534886210625634
1529	and	-5.54788184511344
1444	to 	-5.605078731589731
1419	 in	-5.6225433738824595
1389	tio	-5.643911708288158
1368	 ex	-5.6591459528600065
1333	ed 	-5.685063730863793
1220	of 	-5.7736449133151995
1218	 of	-5.77528560277266
1203	 re	-5.787677335067823
1141	nd 	-5.840590701180426
1118	 pr	-5.860954397327458
1096	ate	-5.880828583534541
1092	 or	-5.884484894737652
1083	ch 	-5.892760804041512
1082	 co	-5.893684591636076
1074	pro	-5.901105775973692
1052	nt 	-5.921802657744847
1016	bil	-5.956622422904075
1004	all	-5.968503750790828
996	ll 	-5.976503793457904
967	ing	-6.006052555589208
957	in 	-6.016447659589548
950	xxo	-6.0237890664479155
950	xon	-6.0237890664479155
950	obi	-6.0237890664479155
950	mob	-6.0237890664479155
950	exx	-6.0237890664479155
938	onm	-6.0365011020362775
937	nmo	-6.03756776880408
936	ect	-6.0386355745649105
870	ten	-6.1117578393938725
866	ant	-6.116366142480067
863	 te	-6.119836359959074
859	men	-6.124482129058246
853	on 	-6.131491503550823
846	ati	-6.139731691436279
838	s a	-6.149232950560419
825	for	-6.164867664707821
820	 sy	-6.170946710784203
819	il 	-6.172166967189432
813	ice	-6.179519941494691
803	ng 	-6.1918963370957405
792	res	-6.205689659228076
785	nan	-6.214567333260094
782	es 	-6.218396310497191
772	ena	-6.231266501017726
762	ter	-6.2443044953558555
756	 sh	-6.252209674862969
752	er 	-6.257514727092662
750	lic	-6.260177844512146
744	 su	-6.2682100162094105
744	hal	-6.2682100162094105
741	ens	-6.272250425746416
724	ts 	-6.295459658656785
723	sha	-6.296841828883737
718	sym	-6.303781481994278
717	ymy	-6.305175210442882
717	myx	-6.305175210442882
709	cen	-6.316395524510375
679	 pa	-6.359629923483806
673	 li	-6.368505721397774
671	t t	-6.37148191407082
665	cti	-6.380464010386648
648	 wi	-6.406360354690228
627	tdc	-6.439304510409581
627	dcc	-6.439304510409581
615	 la	-6.4586287832359845
611	al 	-6.4651540918709065
610	 ma	-6.466792093875145
610	f t	-6.466792093875145
608	yx 	-6.470076169076335
608	any	-6.470076169076335
604	e t	-6.476676853107687
596	 fo	-6.490010383977152
594	e a	-6.493371731679857
592	ord	-6.496744416158497
586	ith	-6.506931261465489
585	con	-6.508639203810645
582	ons	-6.513780603311064
582	ny 	-6.513780603311064
582	 de	-6.513780603311064
581	thi	-6.51550029419059
580	nse	-6.517222947502037
580	lan	-6.517222947502037
579	her	-6.5189485734695065
579	art	-6.5189485734695065
572	emp	-6.531112059662704
567	mpl	-6.53989174731475
561	plo	-6.550530145519805
558	suc	-6.555892088661191
557	e e	-6.557685811115218
556	ial	-6.55948275679192
556	e o	-6.55948275679192
554	loy	-6.563086364295218
551	uch	-6.568516241889587
549	 em	-6.572152609532972
541	wit	-6.586831772196021
540	ndl	-6.588681911484182
539	lor	-6.5905354801335045
538	dlo	-6.592392490880718
532	 td	-6.603607561700858
524	 se	-6.61875936672146
517	is 	-6.632208176534073
516	s o	-6.634144285560939
513	 be	-6.639975205871733
511	d t	-6.643881460838798
507	n t	-6.651740047451319
506	y t	-6.653714381755036
504	e p	-6.657674782971133
500	 no	-6.665642952620311
495	ive	-6.675693288473812
495	cc 	-6.675693288473812
493	s, 	-6.679741876999812
493	com	-6.679741876999812
490	ide	-6.685845659937829
487	re 	-6.6919869279599125
487	act	-6.6919869279599125
484	oye	-6.69816614432587
478	eas	-6.710640318551046
478	are	-6.710640318551046
477	e r	-6.712734560154161
476	par	-6.714833196811082
465	 un	-6.738213645455145
465	th 	-6.738213645455145
455	ted	-6.759953632091552
452	se 	-6.7665688712102705
450	 a 	-6.771003468278137
448	eme	-6.775457818627517
443	tiv	-6.7866812809973664
438	 ag	-6.798032140666056
434	e s	-6.807206516942097
430	ear	-6.816465842354894
430	as 	-6.816465842354894
429	at 	-6.818794132114485
427	ere	-6.823467037813877
424	per	-6.830517595810544
419	s s	-6.842380131120365
413	r t	-6.856803458081469
406	ty 	-6.87389789144077
404	ese	-6.878836173081352
403	eri	-6.8813144890958196
403	ase	-6.8813144890958196
402	ree	-6.883798962423481
402	 as	-6.883798962423481
401	s t	-6.886289623735933
400	ver	-6.88878650393452
400	uti	-6.88878650393452
396	ili	-6.8988368397880215
392	 so	-6.90898921125204
391	ecu	-6.911543491057136
390	gre	-6.91410431191881
388	ve 	-6.9192457114192285
386	man	-6.924413681577671
386	cut	-6.924413681577671
386	 by	-6.924413681577671
385	exe	-6.9270077167547175
385	by 	-6.9270077167547175
384	 it	-6.929608498454775
383	xec	-6.9322160618618565
382	gra	-6.934830442435927
382	ct 	-6.934830442435927
379	le 	-6.942714845960076
378	ly 	-6.945356855422914
378	, a	-6.945356855422914
377	yee	-6.948005863594491
376	rd 	-6.9506619076526075
375	lea	-6.9533250250720915
374	tha	-6.95599525362797
373	ses	-6.958672631398686
372	t a	-6.961357196769355
372	agr	-6.961357196769355
371	t o	-6.964048988435067
370	mat	-6.966748045404232
369	war	-6.969454407001975
368	nti	-6.972168112873571
367	r a	-6.9748892029879315
366	ure	-6.977617717641136
362	its	-6.988606839216731
361	ns 	-6.991373092709622
357	ry 	-7.002515269262863
357	iat	-7.002515269262863
357	his	-7.002515269262863
355	 di	-7.008133261567086
354	rin	-7.010954137908728
353	ctu	-7.013782994109206
352	pre	-7.016619875444405
352	med	-7.016619875444405
351	be 	-7.019464827576637
350	not	-7.022317896559042
350	nde	-7.022317896559042
349	und	-7.025179128840075
349	tur	-7.025179128840075
349	nit	-7.025179128840075
347	rch	-7.030926271095643
347	eem	-7.030926271095643
346	e c	-7.033812275984777
345	te 	-7.036706634011142
345	’s 	-7.036706634011142
345	 le	-7.036706634011142
343	too	-7.042520603876562
341	e m	-7.048368573758985
339	o t	-7.054250943662052
339	ist	-7.054250943662052
338	oni	-7.057205155559483
337	sea	-7.0601681206901405
337	rem	-7.0601681206901405
336	see	-7.063139891079298
335	zon	-7.066120519217436
335	ozo	-7.066120519217436
335	lia	-7.066120519217436
335	arc	-7.066120519217436
333	omp	-7.072108561062058
333	nix	-7.072108561062058
333	ise	-7.072108561062058
332	ove	-7.075116082126013
330	dis	-7.081158396581976
329	eva	-7.08419330027713
326	ria	-7.093353669675794
326	fil	-7.093353669675794
325	eve	-7.096425868712765
324	st 	-7.099507535250173
324	fac	-7.099507535250173
322	hat	-7.105699505498094
321	sec	-7.108809927912486
321	rov	-7.108809927912486
321	e d	-7.108809927912486
321	abl	-7.108809927912486
318	 af	-7.118199668262325
314	uni	-7.130858065134249
314	d i	-7.130858065134249
314	aff	-7.130858065134249
313	r o	-7.134047860502349
313	e, 	-7.134047860502349
312	rea	-7.13724786323302
312	anu	-7.13724786323302
312	 ac	-7.13724786323302
311	ydr	-7.140458138863268
311	ls 	-7.140458138863268
311	hyd	-7.140458138863268
311	dro	-7.140458138863268
310	ffi	-7.14367875356331
310	erm	-7.14367875356331
309	tro	-7.146909774144756
309	tev	-7.146909774144756
308	twa	-7.150151268068927
308	sof	-7.150151268068927
308	oft	-7.150151268068927
308	ftw	-7.150151268068927
307	ufa	-7.153403303455305
307	roz	-7.153403303455305
307	rog	-7.153403303455305
307	nuf	-7.153403303455305
306	ool	-7.156665949090121
306	ogr	-7.156665949090121
305	isc	-7.15993927443509
305	ies	-7.15993927443509
304	din	-7.16322334963628
303	n l	-7.166518245533132
302	n a	-7.169824033667632
298	ee 	-7.1831575645370975
297	der	-7.186518912239802
295	ols	-7.193275694702682
295	aer	-7.193275694702682
294	ubi	-7.196671283703821
294	n o	-7.196671283703821
294	h p	-7.196671283703821
294	cub	-7.196671283703821
